Specimen_AllReader_Record5 No ,  

Time (h.m.s.ms),              ID:3 R1 (X)                   ID:3 R1 (Y)                   ID:2 R2 (X)                   ID:2 R2 (Y)                   ID:4 R3 (X)                   ID:4 R3 (Y)                   ID:6 R4 (X)                   ID:6 R4 (Y)                   ID:7 R5 (X)                   ID:7 R5 (Y)                   ID:8 R6 (X)                   ID:8 R6 (Y)                   R7 T (N��m),                  R8 D (cm)                     
13:17:19.502                  3.592                         -0.4277                       5.5085                        0.6441                        -1.5389                       -17.5498                      1.759                         -0.5335                       0.4707                        -1.7446                       0.6635                        -3.6315                       0.02                          0.3                           
13:17:19.772                  3.592                         -0.4277                       5.5082                        0.6442                        -1.5393                       -17.5502                      1.7588                        -0.5334                       0.4706                        -1.7436                       0.6635                        -3.632                        0.02                          0.3                           
13:17:20.042                  3.5917                        -0.4276                       5.5077                        0.6438                        -1.5393                       -17.5501                      1.7584                        -0.5333                       0.4706                        -1.7424                       0.6636                        -3.6316                       0.02                          0.3                           
13:17:20.332                  3.5915                        -0.4277                       5.5076                        0.6432                        -1.5391                       -17.5493                      1.7584                        -0.5334                       0.4709                        -1.7426                       0.6638                        -3.631                        0.03                          0.3                           
13:17:20.602                  3.592                         -0.428                        5.5079                        0.6433                        -1.5389                       -17.5487                      1.7584                        -0.5338                       0.4713                        -1.7436                       0.6644                        -3.6307                       0.03                          0.3                           
13:17:20.872                  3.5924                        -0.4278                       5.5079                        0.6438                        -1.5388                       -17.5486                      1.7582                        -0.5343                       0.4716                        -1.7442                       0.665                         -3.6312                       0.02                          0.3                           
13:17:21.163                  3.5922                        -0.4273                       5.5078                        0.6444                        -1.5379                       -17.5485                      1.7576                        -0.5345                       0.4716                        -1.7439                       0.6648                        -3.6314                       0.02                          0.3                           
13:17:21.433                  3.5915                        -0.4271                       5.5078                        0.6443                        -1.5378                       -17.5488                      1.7574                        -0.5343                       0.4715                        -1.7439                       0.6643                        -3.6311                       0.02                          0.3                           
13:17:21.723                  3.5911                        -0.4276                       5.5077                        0.6442                        -1.5382                       -17.5492                      1.7581                        -0.5341                       0.4714                        -1.744                        0.6641                        -3.6309                       0.02                          0.3                           
13:17:21.993                  3.5911                        -0.4278                       5.5076                        0.6445                        -1.5385                       -17.5495                      1.7587                        -0.5339                       0.4714                        -1.7441                       0.6639                        -3.6307                       0.02                          0.3                           
13:17:22.263                  3.5912                        -0.4274                       5.5076                        0.645                         -1.539                        -17.5491                      1.7587                        -0.5337                       0.4713                        -1.7442                       0.6639                        -3.6305                       0                             0.3                           
13:17:22.553                  3.5913                        -0.427                        5.5075                        0.645                         -1.5395                       -17.5481                      1.7584                        -0.5334                       0.471                         -1.7446                       0.6643                        -3.6305                       0                             0.3                           
13:17:22.823                  3.5913                        -0.4273                       5.507                         0.6444                        -1.5395                       -17.5474                      1.7583                        -0.5335                       0.4706                        -1.7446                       0.6649                        -3.6306                       0                             0.3                           
13:17:23.093                  3.5914                        -0.4273                       5.507                         0.6436                        -1.5389                       -17.5477                      1.7583                        -0.5337                       0.4706                        -1.7441                       0.6648                        -3.6309                       0                             0.3                           
13:17:23.383                  3.5916                        -0.4272                       5.5073                        0.6431                        -1.5386                       -17.5487                      1.758                         -0.534                        0.4713                        -1.7433                       0.6646                        -3.6312                       0                             0.3                           
13:17:23.653                  3.5918                        -0.4272                       5.5073                        0.6428                        -1.5389                       -17.5491                      1.7578                        -0.5344                       0.4716                        -1.743                        0.6645                        -3.6312                       0                             0.3                           
13:17:23.933                  3.5922                        -0.4275                       5.5069                        0.6433                        -1.5389                       -17.5491                      1.7579                        -0.5349                       0.4715                        -1.7431                       0.6643                        -3.6311                       0                             0.3                           
13:17:24.213                  3.5917                        -0.4274                       5.5067                        0.644                         -1.5387                       -17.549                       1.7575                        -0.5349                       0.4718                        -1.7435                       0.6641                        -3.6309                       0                             0.3                           
13:17:24.493                  3.591                         -0.4267                       5.5066                        0.6441                        -1.5389                       -17.549                       1.757                         -0.5342                       0.4718                        -1.7437                       0.6641                        -3.6308                       0                             0.3                           
13:17:24.763                  3.5903                        -0.4266                       5.5066                        0.644                         -1.5391                       -17.5489                      1.7572                        -0.5335                       0.4714                        -1.7436                       0.6647                        -3.6301                       0                             0.3                           
13:17:25.053                  3.5898                        -0.4268                       5.5063                        0.6441                        -1.5389                       -17.549                       1.758                         -0.5334                       0.4703                        -1.7439                       0.6659                        -3.6289                       0                             0.3                           
13:17:25.322                  3.5897                        -0.4279                       5.506                         0.6445                        -1.5387                       -17.5496                      1.7581                        -0.5336                       0.4696                        -1.7448                       0.6683                        -3.6284                       0                             0.3                           
13:17:25.592                  3.5902                        -0.4285                       5.506                         0.6447                        -1.5388                       -17.5502                      1.7581                        -0.5334                       0.4695                        -1.7451                       0.6698                        -3.6284                       0                             0.3                           
13:17:25.882                  3.5905                        -0.4284                       5.5059                        0.6442                        -1.5385                       -17.5499                      1.7579                        -0.5331                       0.4698                        -1.7445                       0.6705                        -3.6286                       0                             0.3                           
13:17:26.152                  3.5901                        -0.428                        5.5059                        0.6433                        -1.5382                       -17.549                       1.758                         -0.5333                       0.4701                        -1.7443                       0.6703                        -3.6286                       0                             0.3                           
13:17:26.422                  3.5897                        -0.4278                       5.5067                        0.643                         -1.5387                       -17.5485                      1.7579                        -0.5336                       0.4698                        -1.7449                       0.6701                        -3.6287                       0                             0.3                           
13:17:26.712                  3.5896                        -0.4281                       5.5072                        0.6434                        -1.5396                       -17.5481                      1.7573                        -0.5336                       0.4692                        -1.7456                       0.6698                        -3.6289                       0                             0.3                           
13:17:26.988                  3.5902                        -0.4279                       5.5073                        0.6444                        -1.5395                       -17.5481                      1.7566                        -0.5336                       0.4685                        -1.7457                       0.6697                        -3.6288                       0                             0.3                           
13:17:27.253                  3.5909                        -0.4271                       5.5072                        0.6448                        -1.5384                       -17.548                       1.7566                        -0.5339                       0.4685                        -1.7455                       0.67                          -3.6289                       0                             0.3                           
13:17:27.543                  3.5917                        -0.4263                       5.507                         0.6449                        -1.5374                       -17.5478                      1.7576                        -0.5341                       0.4691                        -1.7455                       0.6702                        -3.6292                       0                             0.3                           
13:17:27.813                  3.5918                        -0.4263                       5.5069                        0.6451                        -1.5374                       -17.5477                      1.7587                        -0.5339                       0.4692                        -1.7459                       0.6701                        -3.6294                       0                             0.3                           
13:17:28.082                  3.5912                        -0.4269                       5.5073                        0.6452                        -1.5376                       -17.5476                      1.7592                        -0.5333                       0.469                         -1.7463                       0.6706                        -3.6294                       0                             0.3                           
13:17:28.378                  3.5906                        -0.4273                       5.5077                        0.645                         -1.5373                       -17.5474                      1.7591                        -0.5331                       0.4688                        -1.7465                       0.6706                        -3.6294                       0                             0.3                           
13:17:28.644                  3.5908                        -0.4272                       5.5081                        0.6448                        -1.537                        -17.5474                      1.7583                        -0.5333                       0.4688                        -1.7465                       0.6704                        -3.6292                       0                             0.3                           
13:17:28.938                  3.591                         -0.427                        5.5082                        0.6449                        -1.5371                       -17.5478                      1.7575                        -0.5336                       0.4688                        -1.7463                       0.6705                        -3.629                        0                             0.3                           
