Specimen_AllReader_Record7 No ,  

Time (h.m.s.ms),              ID:2 R1 (X)                   ID:2 R1 (Y)                   R2 D (cm)                     ID:3 R3 (X)                   ID:3 R3 (Y)                   R4 T (N��m),                  ID:4 R5 (X)                   ID:4 R5 (Y)                   ID:6 R6 (X)                   ID:6 R6 (Y)                   ID:7 R7 (X)                   ID:7 R7 (Y)                   ID:8 R8 (X)                   ID:8 R8 (Y)                   
14:09:46.706                  5.1277                        0.5164                        0.298                         2.9269                        -0.325                        0                             -1.5696                       -17.4794                      1.5846                        -2.4187                       0.5021                        -1.6712                       0.6752                        -3.5346                       
14:09:47.716                  5.1291                        0.516                         0.298                         2.9276                        -0.3255                       0                             -1.5692                       -17.4786                      1.5847                        -2.4201                       0.5034                        -1.672                        0.6741                        -3.5338                       
14:09:48.736                  5.1279                        0.514                         0.298                         2.9271                        -0.3255                       0                             -1.5698                       -17.4793                      1.585                         -2.4206                       0.5017                        -1.6714                       0.6738                        -3.5351                       
14:09:49.746                  5.128                         0.5166                        0.298                         2.9266                        -0.3251                       0                             -1.5691                       -17.4792                      1.5856                        -2.4204                       0.5021                        -1.6715                       0.6757                        -3.5346                       
14:09:50.766                  5.129                         0.515                         0.298                         2.928                         -0.3262                       0                             -1.5703                       -17.4798                      1.5858                        -2.4208                       0.5022                        -1.6722                       0.6739                        -3.5341                       
14:09:51.776                  5.1286                        0.515                         0.299                         2.9267                        -0.3256                       0                             -1.5692                       -17.4791                      1.5863                        -2.4193                       0.5013                        -1.6714                       0.6742                        -3.5329                       
14:09:52.746                  5.1289                        0.5151                        0.298                         2.925                         -0.3255                       0                             -1.5682                       -17.4785                      1.5846                        -2.4206                       0.5027                        -1.6721                       0.6747                        -3.5342                       
14:09:53.776                  5.129                         0.5154                        0.299                         2.9267                        -0.3239                       0                             -1.5706                       -17.479                       1.5861                        -2.42                         0.5026                        -1.6718                       0.6737                        -3.5331                       
14:09:54.816                  5.128                         0.5157                        0.298                         2.9255                        -0.3257                       0                             -1.5695                       -17.4787                      1.5847                        -2.4193                       0.5021                        -1.6709                       0.6743                        -3.5341                       
14:09:55.806                  5.1296                        0.5156                        0.298                         2.9256                        -0.3249                       0                             -1.5704                       -17.4788                      1.5849                        -2.4195                       0.503                         -1.6708                       0.6726                        -3.5341                       
14:09:56.806                  5.1287                        0.5144                        0.298                         2.9264                        -0.3247                       0                             -1.5699                       -17.4788                      1.5868                        -2.4185                       0.5027                        -1.6714                       0.6743                        -3.5343                       
14:09:57.816                  5.1286                        0.5158                        0.299                         2.9271                        -0.3258                       0                             -1.5699                       -17.4776                      1.5858                        -2.4196                       0.5027                        -1.6718                       0.6735                        -3.5343                       
14:09:58.845                  5.1279                        0.5153                        0.298                         2.9254                        -0.3249                       0                             -1.5696                       -17.479                       1.5861                        -2.4186                       0.5029                        -1.6707                       0.6745                        -3.5348                       
14:09:59.815                  5.1288                        0.5147                        0.298                         2.9267                        -0.3259                       0                             -1.5702                       -17.4787                      1.5865                        -2.4188                       0.5021                        -1.6704                       0.6744                        -3.5341                       
14:10:00.875                  5.128                         0.5151                        0.298                         2.9248                        -0.3242                       0                             -1.5698                       -17.4786                      1.5862                        -2.4185                       0.5025                        -1.6729                       0.6742                        -3.5346                       
14:10:01.883                  5.1284                        0.5136                        0.298                         2.9249                        -0.3257                       0                             -1.5694                       -17.4787                      1.5862                        -2.4186                       0.5021                        -1.6713                       0.6744                        -3.5347                       
14:10:02.874                  5.1275                        0.5161                        0.298                         2.9244                        -0.325                        0                             -1.5706                       -17.4785                      1.5853                        -2.4182                       0.5029                        -1.6718                       0.6737                        -3.5337                       
14:10:03.914                  5.1275                        0.5143                        0.298                         2.9244                        -0.3247                       0                             -1.5684                       -17.479                       1.5853                        -2.4184                       0.5026                        -1.6712                       0.674                         -3.5336                       
14:10:04.921                  5.1288                        0.5133                        0.298                         2.9263                        -0.325                        0                             -1.5692                       -17.4785                      1.5853                        -2.4188                       0.5022                        -1.672                        0.6749                        -3.5332                       
14:10:05.912                  5.1273                        0.5142                        0.298                         2.9247                        -0.3239                       0                             -1.5694                       -17.4782                      1.586                         -2.4182                       0.5022                        -1.6704                       0.6738                        -3.5341                       
14:10:06.919                  5.127                         0.5155                        0.298                         2.9241                        -0.325                        0                             -1.5693                       -17.4789                      1.5852                        -2.4194                       0.5019                        -1.6699                       0.6746                        -3.5331                       
14:10:07.927                  5.1288                        0.5154                        0.298                         2.9244                        -0.3247                       0                             -1.57                         -17.4777                      1.5855                        -2.418                        0.5029                        -1.672                        0.6743                        -3.5328                       
14:10:08.950                  5.1285                        0.5153                        0.298                         2.9245                        -0.324                        0                             -1.5701                       -17.4786                      1.5843                        -2.4177                       0.5018                        -1.6714                       0.6743                        -3.5333                       
14:10:09.958                  5.1284                        0.515                         0.298                         2.9259                        -0.3241                       0                             -1.57                         -17.4787                      1.5843                        -2.4182                       0.5021                        -1.671                        0.6745                        -3.5341                       
14:10:10.982                  5.1289                        0.5143                        0.298                         2.9243                        -0.3247                       0                             -1.57                         -17.4798                      1.5859                        -2.4181                       0.5025                        -1.6707                       0.6746                        -3.5339                       
14:10:11.988                  5.1276                        0.5153                        0.298                         2.9239                        -0.3252                       0                             -1.5687                       -17.4792                      1.5861                        -2.4179                       0.5023                        -1.6714                       0.6749                        -3.5329                       
14:10:12.996                  5.1272                        0.5159                        0.298                         2.9239                        -0.3249                       0                             -1.5697                       -17.4794                      1.5862                        -2.4169                       0.5026                        -1.6717                       0.6745                        -3.5337                       
14:10:14.019                  5.128                         0.5144                        0.298                         2.9247                        -0.3246                       0                             -1.5709                       -17.4788                      1.5856                        -2.4171                       0.5025                        -1.6714                       0.6748                        -3.5343                       
14:10:15.027                  5.1281                        0.5142                        0.299                         2.9241                        -0.3247                       0                             -1.5693                       -17.4795                      1.586                         -2.4171                       0.5025                        -1.6721                       0.6744                        -3.5351                       
14:10:16.019                  5.1278                        0.5143                        0.298                         2.9238                        -0.3246                       0                             -1.5707                       -17.4798                      1.5862                        -2.4163                       0.5019                        -1.6715                       0.6745                        -3.5328                       
14:10:17.057                  5.1277                        0.5156                        0.298                         2.9244                        -0.3247                       0                             -1.5698                       -17.4788                      1.5865                        -2.4173                       0.5019                        -1.6708                       0.6735                        -3.5345                       
14:10:18.033                  5.1275                        0.5145                        0.298                         2.9247                        -0.3246                       0                             -1.5705                       -17.479                       1.5862                        -2.4173                       0.5026                        -1.6714                       0.6748                        -3.534                        
14:10:19.055                  5.1278                        0.5147                        0.298                         2.9239                        -0.3232                       0                             -1.5694                       -17.4786                      1.5864                        -2.4169                       0.5033                        -1.6712                       0.6742                        -3.5335                       
14:10:20.057                  5.1269                        0.515                         0.298                         2.9232                        -0.3247                       0                             -1.5701                       -17.479                       1.5856                        -2.4165                       0.5021                        -1.6704                       0.6734                        -3.5338                       
14:10:21.077                  5.1278                        0.5151                        0.298                         2.9228                        -0.3246                       0                             -1.5705                       -17.4795                      1.5857                        -2.4167                       0.5019                        -1.6708                       0.6732                        -3.533                        
14:10:22.088                  5.127                         0.5139                        0.298                         2.9233                        -0.3241                       0                             -1.5703                       -17.4787                      1.5859                        -2.4164                       0.5023                        -1.6709                       0.6734                        -3.5339                       
14:10:23.098                  5.1273                        0.5143                        0.298                         2.9235                        -0.3242                       0                             -1.5702                       -17.4785                      1.5861                        -2.4173                       0.501                         -1.6714                       0.6742                        -3.5329                       
14:10:24.118                  5.1267                        0.5147                        0.298                         2.9223                        -0.3245                       0                             -1.5695                       -17.478                       1.5847                        -2.415                        0.5024                        -1.671                        0.6733                        -3.5338                       
14:10:25.128                  5.1272                        0.5153                        0.298                         2.9226                        -0.3239                       0                             -1.5707                       -17.4788                      1.5859                        -2.4166                       0.5013                        -1.671                        0.6744                        -3.5339                       
14:10:26.118                  5.1277                        0.5149                        0.298                         2.922                         -0.326                        0                             -1.5696                       -17.4777                      1.5868                        -2.4157                       0.5022                        -1.6708                       0.6737                        -3.534                        
14:10:27.128                  5.1263                        0.5148                        0.298                         2.922                         -0.3237                       0                             -1.5693                       -17.4784                      1.5846                        -2.4157                       0.5018                        -1.672                        0.6734                        -3.5342                       
14:10:28.148                  5.1261                        0.5138                        0.298                         2.9229                        -0.3249                       0                             -1.5692                       -17.4784                      1.5855                        -2.4153                       0.5024                        -1.6709                       0.6745                        -3.5328                       
14:10:29.158                  5.1267                        0.5139                        0.298                         2.9238                        -0.3249                       0                             -1.569                        -17.4784                      1.5852                        -2.4156                       0.5015                        -1.6706                       0.6736                        -3.5347                       
14:10:30.168                  5.1261                        0.5132                        0.298                         2.9229                        -0.3236                       0                             -1.5705                       -17.4788                      1.5866                        -2.4146                       0.5024                        -1.6707                       0.674                         -3.5345                       
14:10:31.188                  5.1266                        0.5146                        0.299                         2.922                         -0.3245                       0                             -1.5699                       -17.4792                      1.5863                        -2.4163                       0.5028                        -1.6707                       0.674                         -3.5338                       
14:10:32.198                  5.1271                        0.5149                        0.298                         2.9216                        -0.3245                       0                             -1.5712                       -17.4782                      1.5847                        -2.4163                       0.5024                        -1.6703                       0.6743                        -3.534                        
14:10:33.188                  5.1263                        0.515                         0.298                         2.9219                        -0.3246                       0                             -1.5695                       -17.4777                      1.5857                        -2.415                        0.502                         -1.6708                       0.6733                        -3.5331                       
14:10:34.198                  5.1253                        0.5131                        0.298                         2.9219                        -0.3249                       0                             -1.5694                       -17.4786                      1.5864                        -2.4152                       0.5027                        -1.6704                       0.6742                        -3.5341                       
14:10:35.228                  5.1259                        0.5145                        0.299                         2.9226                        -0.3242                       0                             -1.5701                       -17.4794                      1.5848                        -2.4152                       0.5026                        -1.6715                       0.6735                        -3.5339                       
14:10:36.228                  5.1255                        0.5144                        0.299                         2.9219                        -0.3247                       0                             -1.5711                       -17.4779                      1.5859                        -2.4151                       0.5032                        -1.6714                       0.6738                        -3.5333                       
14:10:37.228                  5.1259                        0.5139                        0.298                         2.9217                        -0.3249                       0                             -1.5717                       -17.4784                      1.5862                        -2.4157                       0.501                         -1.6711                       0.6738                        -3.5342                       
14:10:38.237                  5.1259                        0.5137                        0.299                         2.9213                        -0.3253                       0                             -1.5702                       -17.4784                      1.5854                        -2.414                        0.5015                        -1.6703                       0.6734                        -3.5337                       
14:10:39.257                  5.1266                        0.5147                        0.298                         2.9217                        -0.3249                       0                             -1.57                         -17.4779                      1.5864                        -2.4145                       0.5015                        -1.6716                       0.6745                        -3.5334                       
14:10:40.237                  5.1252                        0.513                         0.299                         2.9213                        -0.3245                       0                             -1.5712                       -17.479                       1.5856                        -2.4144                       0.5027                        -1.6717                       0.6744                        -3.533                        
14:10:41.297                  5.1266                        0.5148                        0.298                         2.9207                        -0.3242                       0                             -1.5713                       -17.4797                      1.5854                        -2.4145                       0.5023                        -1.6718                       0.6733                        -3.5324                       
14:10:42.297                  5.1257                        0.5138                        0.299                         2.9215                        -0.3245                       0                             -1.5706                       -17.4789                      1.5855                        -2.4136                       0.5024                        -1.6705                       0.6746                        -3.5333                       
14:10:43.287                  5.1248                        0.5142                        0.298                         2.9212                        -0.3243                       0                             -1.5699                       -17.4778                      1.5861                        -2.4143                       0.5027                        -1.6708                       0.6741                        -3.533                        
14:10:44.297                  5.1255                        0.5147                        0.299                         2.9212                        -0.3241                       0                             -1.5682                       -17.4781                      1.5859                        -2.4138                       0.5014                        -1.6698                       0.6742                        -3.5336                       
14:10:45.307                  5.126                         0.5149                        0.298                         2.9203                        -0.3241                       0                             -1.5692                       -17.4788                      1.586                         -2.4132                       0.5033                        -1.671                        0.6741                        -3.5329                       
14:10:46.327                  5.1252                        0.5145                        0.298                         2.921                         -0.3235                       0                             -1.5709                       -17.4782                      1.5859                        -2.4135                       0.5027                        -1.6712                       0.6743                        -3.5338                       
14:10:47.337                  5.1247                        0.5138                        0.298                         2.9212                        -0.3242                       0                             -1.569                        -17.4769                      1.5857                        -2.4149                       0.5025                        -1.671                        0.6745                        -3.5329                       
14:10:48.347                  5.1238                        0.5138                        0.298                         2.9217                        -0.3239                       0                             -1.5699                       -17.4786                      1.5859                        -2.4139                       0.5025                        -1.6701                       0.6749                        -3.5333                       
14:10:49.367                  5.1252                        0.5141                        0.298                         2.9209                        -0.3241                       0                             -1.5702                       -17.4791                      1.5848                        -2.4138                       0.5025                        -1.6712                       0.6739                        -3.5339                       
14:10:50.347                  5.1253                        0.5142                        0.298                         2.9223                        -0.3231                       0                             -1.5689                       -17.4779                      1.5861                        -2.4131                       0.503                         -1.6703                       0.674                         -3.5335                       
14:10:51.367                  5.1248                        0.5136                        0.298                         2.9208                        -0.3245                       0                             -1.5711                       -17.4794                      1.5854                        -2.4136                       0.5018                        -1.671                        0.674                         -3.5321                       
14:10:52.377                  5.1252                        0.5146                        0.298                         2.9201                        -0.3235                       0                             -1.5701                       -17.4789                      1.5853                        -2.4127                       0.5024                        -1.6708                       0.6736                        -3.5333                       
14:10:53.397                  5.1253                        0.5131                        0.298                         2.921                         -0.3249                       0                             -1.5702                       -17.4788                      1.5854                        -2.4136                       0.5028                        -1.6721                       0.6745                        -3.5339                       
14:10:54.407                  5.1237                        0.513                         0.298                         2.9181                        -0.3238                       0                             -1.5702                       -17.4774                      1.5858                        -2.4124                       0.5022                        -1.6711                       0.6748                        -3.5329                       
14:10:55.406                  5.1251                        0.514                         0.298                         2.921                         -0.3235                       0                             -1.5705                       -17.478                       1.5863                        -2.4132                       0.503                         -1.6706                       0.6746                        -3.5332                       
14:10:56.436                  5.125                         0.5145                        0.298                         2.9207                        -0.3233                       0                             -1.5702                       -17.4776                      1.5867                        -2.4125                       0.5025                        -1.6708                       0.674                         -3.5337                       
14:10:57.446                  5.1249                        0.5141                        0.298                         2.92                          -0.3231                       0                             -1.571                        -17.4783                      1.5861                        -2.4124                       0.5025                        -1.6705                       0.6741                        -3.5339                       
14:10:58.436                  5.1248                        0.5142                        0.298                         2.9193                        -0.3236                       0                             -1.5699                       -17.4772                      1.5866                        -2.412                        0.5016                        -1.6711                       0.6747                        -3.5335                       
14:10:59.476                  5.1244                        0.5146                        0.298                         2.9194                        -0.3248                       0                             -1.5699                       -17.4785                      1.5865                        -2.4132                       0.5032                        -1.6717                       0.6746                        -3.533                        
14:11:00.476                  5.1247                        0.5132                        0.298                         2.9187                        -0.3244                       0                             -1.5695                       -17.4777                      1.5865                        -2.4123                       0.5038                        -1.6704                       0.6749                        -3.5333                       
14:11:01.476                  5.1238                        0.5145                        0.298                         2.9209                        -0.325                        0                             -1.5699                       -17.4783                      1.5861                        -2.4116                       0.5022                        -1.6718                       0.6746                        -3.5334                       
14:11:02.483                  5.1239                        0.5128                        0.299                         2.9198                        -0.3231                       0                             -1.569                        -17.4768                      1.5873                        -2.4112                       0.5025                        -1.6715                       0.6736                        -3.5328                       
14:11:03.507                  5.1243                        0.514                         0.298                         2.9188                        -0.3238                       0                             -1.5705                       -17.4776                      1.5847                        -2.4119                       0.5026                        -1.6699                       0.6742                        -3.5332                       
14:11:04.514                  5.1245                        0.5138                        0.298                         2.919                         -0.3247                       0                             -1.5702                       -17.4782                      1.5862                        -2.4117                       0.5032                        -1.67                         0.6743                        -3.5333                       
14:11:05.506                  5.1239                        0.512                         0.298                         2.9194                        -0.3245                       0                             -1.5702                       -17.478                       1.5868                        -2.4112                       0.5008                        -1.6704                       0.6743                        -3.5331                       
14:11:06.513                  5.1241                        0.5143                        0.298                         2.9196                        -0.3244                       0                             -1.5704                       -17.4776                      1.5864                        -2.4117                       0.5019                        -1.6711                       0.6738                        -3.5337                       
14:11:07.552                  5.1243                        0.5138                        0.299                         2.9189                        -0.3233                       0                             -1.5703                       -17.4771                      1.5854                        -2.4113                       0.5026                        -1.6698                       0.6743                        -3.5327                       
14:11:08.543                  5.1231                        0.5135                        0.299                         2.9178                        -0.3235                       0                             -1.5706                       -17.4779                      1.5855                        -2.4106                       0.5022                        -1.6714                       0.6748                        -3.5328                       
14:11:09.551                  5.1242                        0.5132                        0.298                         2.9191                        -0.3232                       0                             -1.5701                       -17.478                       1.5852                        -2.4121                       0.5031                        -1.6702                       0.6755                        -3.5329                       
14:11:10.558                  5.1242                        0.5139                        0.299                         2.9175                        -0.3239                       0                             -1.5701                       -17.4781                      1.5863                        -2.4116                       0.5028                        -1.6704                       0.6752                        -3.5337                       
14:11:11.581                  5.1246                        0.5133                        0.298                         2.9174                        -0.3235                       0                             -1.5712                       -17.4776                      1.5865                        -2.4098                       0.5024                        -1.6703                       0.675                         -3.5333                       
14:11:12.588                  5.1242                        0.513                         0.299                         2.9179                        -0.3237                       0                             -1.5692                       -17.477                       1.586                         -2.4114                       0.5011                        -1.6709                       0.6747                        -3.5328                       
14:11:13.612                  5.1229                        0.5126                        0.299                         2.9183                        -0.3241                       0                             -1.5697                       -17.4775                      1.5864                        -2.4111                       0.5023                        -1.6693                       0.6745                        -3.5329                       
14:11:14.619                  5.1239                        0.5148                        0.298                         2.917                         -0.3234                       0                             -1.5709                       -17.4782                      1.586                         -2.4116                       0.502                         -1.6696                       0.6751                        -3.5339                       
14:11:15.627                  5.1236                        0.5143                        0.299                         2.9174                        -0.3236                       0                             -1.569                        -17.478                       1.586                         -2.4113                       0.5019                        -1.6701                       0.6747                        -3.5326                       
14:11:16.651                  5.1237                        0.5139                        0.298                         2.9175                        -0.324                        0                             -1.5695                       -17.4783                      1.586                         -2.4107                       0.5029                        -1.6705                       0.6755                        -3.5327                       
14:11:17.658                  5.1232                        0.5133                        0.299                         2.9171                        -0.3228                       0                             -1.5693                       -17.4764                      1.586                         -2.411                        0.5034                        -1.6703                       0.6738                        -3.5322                       
14:11:18.665                  5.1239                        0.5139                        0.298                         2.917                         -0.3219                       0                             -1.5691                       -17.4774                      1.586                         -2.4103                       0.5014                        -1.6702                       0.6748                        -3.5321                       
14:11:19.682                  5.1241                        0.5137                        0.298                         2.9161                        -0.3244                       0                             -1.5705                       -17.4776                      1.5865                        -2.4099                       0.5027                        -1.6709                       0.6745                        -3.5322                       
14:11:20.692                  5.1245                        0.5138                        0.298                         2.917                         -0.324                        0                             -1.5692                       -17.4788                      1.5859                        -2.4095                       0.5023                        -1.6701                       0.674                         -3.5334                       
14:11:21.713                  5.123                         0.514                         0.298                         2.9171                        -0.3222                       0                             -1.57                         -17.4773                      1.5864                        -2.4104                       0.5026                        -1.6696                       0.6742                        -3.5321                       
14:11:22.722                  5.1229                        0.5136                        0.298                         2.9168                        -0.3235                       0                             -1.5695                       -17.4775                      1.5871                        -2.4085                       0.5035                        -1.6709                       0.6744                        -3.5333                       
14:11:23.712                  5.1229                        0.513                         0.298                         2.9172                        -0.3239                       0                             -1.5696                       -17.4782                      1.585                         -2.4097                       0.5025                        -1.6701                       0.6747                        -3.5331                       
14:11:24.722                  5.1236                        0.5132                        0.298                         2.9167                        -0.3235                       0                             -1.5698                       -17.4764                      1.5857                        -2.4097                       0.5025                        -1.6704                       0.6734                        -3.5325                       
14:11:25.732                  5.1239                        0.5136                        0.298                         2.9178                        -0.3231                       0                             -1.5697                       -17.4776                      1.5851                        -2.4114                       0.5018                        -1.6703                       0.6744                        -3.5334                       
14:11:26.752                  5.1224                        0.5135                        0.298                         2.9167                        -0.3223                       0                             -1.5706                       -17.4787                      1.5859                        -2.4096                       0.5016                        -1.6695                       0.6748                        -3.5327                       
