Specimen_AllReader_Record4 No ,  

Time (h.m.s.ms),              ID:2 R1 (X)                   ID:2 R1 (Y)                   ID:4 R3 (X)                   ID:4 R3 (Y)                   ID:7 R5 (X)                   ID:7 R5 (Y)                   ID:8 R6 (X)                   ID:8 R6 (Y)                   R7 T (N��m),                  R8 D (cm)                     
12:51:18.161                  6.102                         1.0141                        -1.5377                       -17.6197                      0.9019                        -17.3149                      0.6858                        -42.6619                      0                             0.3                           
12:51:18.381                  6.101                         1.014                         -1.5375                       -17.6195                      0.9016                        -17.3153                      0.6912                        -42.6585                      0                             0.3                           
12:51:18.611                  6.0998                        1.0142                        -1.5372                       -17.6196                      0.9012                        -17.3156                      0.6969                        -42.6552                      0                             0.3                           
12:51:18.811                  6.0991                        1.0143                        -1.5369                       -17.6195                      0.9007                        -17.3158                      0.702                         -42.6521                      0                             0.3                           
12:51:19.041                  6.0988                        1.0143                        -1.5366                       -17.6194                      0.9006                        -17.3159                      0.7082                        -42.6486                      0                             0.3                           
12:51:19.261                  6.0986                        1.0139                        -1.5366                       -17.6191                      0.9007                        -17.316                       0.7136                        -42.645                       0                             0.3                           
12:51:19.481                  6.0981                        1.0134                        -1.5366                       -17.6186                      0.9011                        -17.3159                      0.7183                        -42.6413                      0                             0.3                           
12:51:19.691                  6.0972                        1.013                         -1.5368                       -17.6182                      0.9015                        -17.3158                      0.7224                        -42.6376                      0                             0.3                           
12:51:19.901                  6.0966                        1.0128                        -1.5373                       -17.6176                      0.9019                        -17.3155                      0.7264                        -42.6343                      0                             0.3                           
12:51:20.111                  6.0959                        1.0123                        -1.538                        -17.6175                      0.9023                        -17.3155                      0.7316                        -42.631                       0                             0.3                           
12:51:20.330                  6.0953                        1.0115                        -1.5384                       -17.6177                      0.9026                        -17.3155                      0.7366                        -42.6278                      0                             0.3                           
12:51:20.560                  6.0949                        1.0107                        -1.5382                       -17.6187                      0.9025                        -17.3155                      0.7428                        -42.6239                      0                             0.3                           
12:51:20.780                  6.0944                        1.0102                        -1.5373                       -17.6193                      0.9022                        -17.3156                      0.7489                        -42.62                        0                             0.3                           
12:51:20.992                  6.0938                        1.0103                        -1.5367                       -17.6194                      0.902                         -17.3159                      0.755                         -42.6161                      0                             0.3                           
12:51:21.192                  6.0931                        1.0104                        -1.5368                       -17.6191                      0.9021                        -17.3162                      0.76                          -42.613                       0                             0.3                           
12:51:21.402                  6.0926                        1.0105                        -1.5374                       -17.6189                      0.9022                        -17.3162                      0.766                         -42.6089                      0                             0.3                           
12:51:21.632                  6.0923                        1.0104                        -1.5376                       -17.619                       0.9022                        -17.3161                      0.7711                        -42.6054                      0                             0.3                           
12:51:21.852                  6.0922                        1.01                          -1.5372                       -17.6192                      0.9021                        -17.3157                      0.7771                        -42.6012                      0                             0.3                           
12:51:22.072                  6.0921                        1.0096                        -1.5366                       -17.6191                      0.9021                        -17.3156                      0.7824                        -42.5973                      0                             0.3                           
12:51:22.282                  6.0916                        1.0091                        -1.5364                       -17.6186                      0.902                         -17.3158                      0.788                         -42.5936                      0                             0.3                           
12:51:22.491                  6.0906                        1.0084                        -1.5364                       -17.6185                      0.9019                        -17.316                       0.7939                        -42.59                        0                             0.3                           
12:51:22.701                  6.0896                        1.0079                        -1.537                        -17.6189                      0.9019                        -17.316                       0.7994                        -42.5868                      0                             0.3                           
12:51:22.921                  6.088                         1.0076                        -1.5373                       -17.6193                      0.9019                        -17.3158                      0.8059                        -42.5827                      0                             0.3                           
12:51:23.151                  6.0857                        1.0073                        -1.5376                       -17.6195                      0.9018                        -17.3156                      0.8123                        -42.5782                      0                             0.3                           
12:51:23.375                  6.083                         1.0067                        -1.537                        -17.6191                      0.9017                        -17.3155                      0.8177                        -42.5743                      0                             0.3                           
12:51:23.576                  6.0807                        1.0056                        -1.5364                       -17.6182                      0.9019                        -17.3155                      0.8241                        -42.5697                      0                             0.3                           
12:51:23.786                  6.0795                        1.0051                        -1.5359                       -17.6176                      0.9022                        -17.3156                      0.8305                        -42.5652                      0                             0.3                           
12:51:23.996                  6.0788                        1.0049                        -1.5358                       -17.6173                      0.9025                        -17.316                       0.8357                        -42.5614                      0                             0.3                           
12:51:24.223                  6.0782                        1.005                         -1.5355                       -17.6178                      0.9025                        -17.3162                      0.8414                        -42.5569                      0                             0.3                           
12:51:24.444                  6.0774                        1.005                         -1.5352                       -17.6185                      0.9024                        -17.3164                      0.8474                        -42.5526                      0                             0.3                           
12:51:24.664                  6.0766                        1.0046                        -1.5351                       -17.6191                      0.9023                        -17.3161                      0.8538                        -42.5484                      0                             0.3                           
12:51:24.894                  6.0758                        1.0041                        -1.5354                       -17.6189                      0.9022                        -17.316                       0.8604                        -42.5442                      0                             0.3                           
12:51:25.094                  6.0753                        1.0037                        -1.5359                       -17.6181                      0.9022                        -17.3162                      0.8671                        -42.5395                      0                             0.3                           
12:51:25.324                  6.0751                        1.0035                        -1.5362                       -17.6174                      0.9025                        -17.3163                      0.8728                        -42.5352                      0                             0.3                           
12:51:25.544                  6.075                         1.0031                        -1.5361                       -17.6168                      0.9028                        -17.3161                      0.8798                        -42.5301                      0                             0.3                           
12:51:25.764                  6.0748                        1.0026                        -1.5359                       -17.6169                      0.9031                        -17.3155                      0.887                         -42.5252                      0                             0.3                           
12:51:25.994                  6.0744                        1.0021                        -1.5358                       -17.6173                      0.9029                        -17.3152                      0.8949                        -42.5206                      0                             0.3                           
12:51:26.204                  6.0742                        1.0021                        -1.5358                       -17.6178                      0.9028                        -17.3153                      0.9028                        -42.5161                      0                             0.3                           
12:51:26.424                  6.0741                        1.0021                        -1.5358                       -17.6178                      0.9027                        -17.3158                      0.9097                        -42.5116                      0                             0.3                           
12:51:26.644                  6.0736                        1.0019                        -1.536                        -17.6175                      0.9023                        -17.3161                      0.9173                        -42.5057                      0                             0.3                           
12:51:26.874                  6.0728                        1.0015                        -1.5363                       -17.6171                      0.9017                        -17.3161                      0.9247                        -42.4994                      0                             0.3                           
12:51:27.094                  6.0721                        1.0012                        -1.5366                       -17.617                       0.9012                        -17.3157                      0.9317                        -42.4935                      0                             0.3                           
12:51:27.304                  6.0718                        1.0008                        -1.5364                       -17.617                       0.9012                        -17.3152                      0.9393                        -42.4882                      0                             0.3                           
12:51:27.524                  6.0716                        1.0007                        -1.5361                       -17.6171                      0.9017                        -17.3149                      0.9473                        -42.4826                      0                             0.3                           
12:51:27.754                  6.071                         1.0004                        -1.5358                       -17.6169                      0.9022                        -17.315                       0.9562                        -42.4763                      0                             0.3                           
12:51:27.981                  6.0704                        1                             -1.5358                       -17.6169                      0.9024                        -17.3155                      0.9651                        -42.4691                      0                             0.3                           
12:51:28.205                  6.0696                        0.9994                        -1.5359                       -17.6169                      0.9021                        -17.3157                      0.9734                        -42.4627                      0                             0.3                           
12:51:28.413                  6.0691                        0.9992                        9.11952e-315                  -2.43316e-212                 -1.5361                       -17.617                       0.9018                        -17.3158                      0.984                         -42.4551                      0                             0.3                           
12:51:29.623                  6.0686                        0.9992                        255                           255                           -1.536                        -17.6166                      0.9017                        -17.3152                      1.0822                        -42.3812                      0                             0.3                           
12:51:30.833                  6.065                         0.9978                        255                           255                           -1.536                        -17.6173                      0.9018                        -17.315                       1.3339                        -42.18                        0                             0.3                           
12:51:32.073                  6.063                         0.9959                        255                           255                           -1.5366                       -17.6175                      0.9011                        -17.3157                      6.2713                        -37.9376                      0                             0.3                           
12:51:33.283                  6.0597                        0.9921                        255                           255                           -1.5363                       -17.6176                      0.9021                        -17.3171                      6.3256                        -37.8791                      0                             0.3                           
12:51:34.503                  6.0563                        0.9916                        255                           255                           -1.5366                       -17.6166                      0.9012                        -17.3158                      6.3289                        -37.877                       0                             0.3                           
12:51:35.713                  6.0538                        0.9895                        255                           255                           -1.5355                       -17.6166                      0.9016                        -17.3166                      6.3314                        -37.8759                      0                             0.3                           
12:51:36.935                  6.0535                        0.9897                        255                           255                           -1.5349                       -17.6164                      0.9011                        -17.3156                      6.3333                        -37.8752                      0                             0.3                           
12:51:38.142                  6.0515                        0.9882                        255                           255                           -1.5356                       -17.6158                      0.9021                        -17.3169                      6.3328                        -37.8756                      0                             0.3                           
12:51:39.372                  6.0501                        0.9869                        255                           255                           -1.5356                       -17.6164                      0.9013                        -17.3159                      6.3335                        -37.8747                      0                             0.3                           
12:51:40.592                  6.0469                        0.985                         255                           255                           -1.5345                       -17.616                       0.9023                        -17.3152                      6.3347                        -37.8754                      0                             0.3                           
12:51:41.802                  6.0456                        0.984                         255                           255                           -1.536                        -17.6165                      0.9003                        -17.3158                      6.3356                        -37.8751                      0                             0.3                           
12:51:43.022                  6.0436                        0.9824                        255                           255                           -1.5354                       -17.6159                      0.9017                        -17.3153                      6.3356                        -37.8741                      0                             0.3                           
12:51:44.252                  6.0415                        0.9798                        255                           255                           -1.5361                       -17.6163                      0.9017                        -17.3161                      6.3369                        -37.874                       0                             0.3                           
12:51:45.472                  6.039                         0.9785                        255                           255                           -1.5357                       -17.6165                      0.9009                        -17.3162                      6.3348                        -37.8746                      0                             0.3                           
12:51:46.682                  6.0363                        0.9774                        255                           255                           -1.5358                       -17.6155                      0.9022                        -17.3162                      6.3373                        -37.8742                      0                             0.3                           
12:51:47.882                  6.034                         0.9749                        255                           255                           -1.5372                       -17.6157                      0.9006                        -17.3167                      6.3392                        -37.8736                      0                             0.3                           
12:51:49.102                  6.0326                        0.9738                        255                           255                           -1.5358                       -17.6157                      0.9015                        -17.3166                      6.337                         -37.8741                      0                             0.3                           
