Specimen_AllReader_Record8 No ,  

Time (h.m.s.ms),              ID:3 R1 (X)                   ID:3 R1 (Y)                   R2 D (cm)                     R3 T (N��m),                  ID:2 R4 (X)                   ID:2 R4 (Y)                   ID:4 R5 (X)                   ID:4 R5 (Y)                   ID:6 R6 (X)                   ID:6 R6 (Y)                   ID:7 R7 (X)                   ID:7 R7 (Y)                   ID:8 R8 (X)                   ID:8 R8 (Y)                   
15:33:19.739                  0.961                         -0.4559                       0.299                         0                             2.6524                        0.7015                        -1.6939                       -16.8211                      1.4651                        -0.7788                       0.4819                        -1.6174                       0.6684                        -3.442                        
15:33:20.729                  0.9611                        -0.4558                       0.299                         0                             2.6519                        0.7016                        -1.6947                       -16.8208                      1.4663                        -0.7789                       0.4815                        -1.6174                       0.667                         -3.4424                       
15:33:21.740                  0.9608                        -0.4551                       0.299                         0                             2.6534                        0.7015                        -1.6953                       -16.8209                      1.4646                        -0.7785                       0.4819                        -1.6178                       0.6679                        -3.4409                       
15:33:22.750                  0.9605                        -0.4549                       0.299                         0                             2.6536                        0.7023                        -1.6952                       -16.821                       1.466                         -0.778                        0.4817                        -1.6185                       0.668                         -3.4423                       
15:33:23.770                  0.9607                        -0.4556                       0.299                         0                             2.653                         0.7011                        -1.6945                       -16.8211                      1.466                         -0.7777                       0.4823                        -1.6177                       0.6682                        -3.4417                       
15:33:24.779                  0.9613                        -0.4559                       0.298                         0                             2.652                         0.7028                        -1.6963                       -16.8204                      1.4657                        -0.7787                       0.4811                        -1.6178                       0.6689                        -3.4412                       
15:33:25.768                  0.9593                        -0.4559                       0.299                         0                             2.6527                        0.7028                        -1.6954                       -16.8219                      1.4663                        -0.7785                       0.4834                        -1.6175                       0.668                         -3.441                        
15:33:26.778                  0.9602                        -0.4568                       0.298                         0                             2.6537                        0.7022                        -1.6949                       -16.8219                      1.4656                        -0.7794                       0.4818                        -1.618                        0.6686                        -3.4411                       
15:33:27.819                  0.9598                        -0.4553                       0.299                         0                             2.6531                        0.7026                        -1.6956                       -16.8216                      1.4662                        -0.7795                       0.4817                        -1.6183                       0.6689                        -3.4415                       
15:33:28.810                  0.9601                        -0.455                        0.299                         0                             2.6528                        0.7018                        -1.6952                       -16.8217                      1.4665                        -0.7786                       0.4818                        -1.618                        0.6688                        -3.442                        
15:33:29.781                  0.9599                        -0.4551                       0.299                         0                             2.6544                        0.7021                        -1.6947                       -16.8206                      1.4664                        -0.779                        0.4821                        -1.6175                       0.6688                        -3.4411                       
15:33:30.800                  0.9589                        -0.4563                       0.299                         0                             2.653                         0.7026                        -1.6954                       -16.8199                      1.4657                        -0.7788                       0.4822                        -1.6177                       0.668                         -3.4409                       
15:33:31.812                  0.9606                        -0.4552                       0.299                         0                             2.6535                        0.7029                        -1.6936                       -16.8207                      1.4657                        -0.7776                       0.4812                        -1.6186                       0.6679                        -3.4419                       
15:33:32.831                  0.9597                        -0.4556                       0.298                         0                             2.6526                        0.7013                        -1.6944                       -16.8225                      1.4652                        -0.7787                       0.4815                        -1.618                        0.6694                        -3.4418                       
15:33:33.843                  0.9598                        -0.4561                       0.298                         0                             2.6532                        0.7018                        -1.6952                       -16.8209                      1.4655                        -0.7789                       0.4821                        -1.6188                       0.6688                        -3.4411                       
15:33:34.852                  0.9606                        -0.4558                       0.299                         0                             2.6528                        0.7005                        -1.6951                       -16.8204                      1.466                         -0.7785                       0.482                         -1.6184                       0.669                         -3.4418                       
15:33:35.846                  0.9604                        -0.4557                       0.299                         0                             2.6523                        0.7022                        -1.6947                       -16.8211                      1.466                         -0.7785                       0.4824                        -1.6178                       0.6692                        -3.4412                       
15:33:36.876                  0.9599                        -0.4555                       0.299                         0                             2.6536                        0.7023                        -1.6951                       -16.8203                      1.4657                        -0.7783                       0.4826                        -1.6188                       0.6678                        -3.4413                       
15:33:37.877                  0.9599                        -0.4554                       0.299                         0                             2.6534                        0.7018                        -1.6943                       -16.821                       1.4658                        -0.779                        0.4819                        -1.6179                       0.6682                        -3.442                        
15:33:38.877                  0.9595                        -0.4555                       0.299                         0                             2.6515                        0.7024                        -1.6947                       -16.8213                      1.4655                        -0.7793                       0.4819                        -1.6186                       0.6689                        -3.4411                       
15:33:39.888                  0.9594                        -0.4551                       0.299                         0                             2.6531                        0.7025                        -1.6943                       -16.8205                      1.4645                        -0.7772                       0.4819                        -1.6186                       0.6692                        -3.4417                       
15:33:40.912                  0.9601                        -0.456                        0.298                         0                             2.6529                        0.7024                        -1.6933                       -16.8209                      1.4658                        -0.7778                       0.482                         -1.6185                       0.6687                        -3.4415                       
15:33:41.886                  0.9595                        -0.4548                       0.299                         0                             2.6535                        0.7023                        -1.6951                       -16.8221                      1.4655                        -0.7782                       0.4823                        -1.6178                       0.6696                        -3.4413                       
15:33:42.907                  0.9604                        -0.4564                       0.298                         0                             2.6525                        0.7028                        -1.696                        -16.8209                      1.4653                        -0.7795                       0.4823                        -1.6169                       0.6692                        -3.4428                       
15:33:43.918                  0.9596                        -0.4552                       0.298                         0                             2.6534                        0.7014                        -1.6947                       -16.8222                      1.4651                        -0.7782                       0.4822                        -1.6174                       0.6688                        -3.4411                       
15:33:44.944                  0.961                         -0.455                        0.299                         0                             2.6532                        0.7021                        -1.6941                       -16.8199                      1.4656                        -0.7784                       0.4833                        -1.6172                       0.6695                        -3.4411                       
15:33:45.945                  0.9597                        -0.4554                       0.299                         0                             2.6521                        0.7011                        -1.6939                       -16.8194                      1.465                         -0.7784                       0.4823                        -1.6176                       0.6692                        -3.4425                       
