Specimen_AllReader_Record19 No ,  

Time (h.m.s.ms),              ID:3 R1 (X)                   ID:3 R1 (Y)                   R2 D (cm)                     R3 T (N��m),                  ID:4 R4 (X)                   ID:4 R4 (Y)                   ID:6 R5 (X)                   ID:6 R5 (Y)                   ID:7 R6 (X)                   ID:7 R6 (Y)                   ID:8 R7 (X)                   ID:8 R7 (Y)                   ID:2 R8 (X)                   ID:2 R8 (Y)                   
14:39:34.823                  1.5948                        -0.2004                       0.299                         0                             -1.6547                       -16.8609                      1.5986                        -2.2557                       0.5084                        -1.6567                       0.6763                        -3.514                        2.7795                        0.7247                        
14:39:35.109                  1.595                         -0.2003                       0.298                         0                             -1.6548                       -16.8607                      1.5983                        -2.256                        0.5076                        -1.656                        0.6762                        -3.5143                       2.7796                        0.7245                        
14:39:35.381                  1.5948                        -0.2004                       0.299                         0                             -1.6551                       -16.8601                      1.5984                        -2.2559                       0.5073                        -1.6556                       0.6761                        -3.5145                       2.779                         0.7245                        
14:39:35.656                  1.5947                        -0.2005                       0.299                         0                             -1.6552                       -16.8598                      1.5987                        -2.2555                       0.5078                        -1.6555                       0.6763                        -3.5144                       2.7785                        0.7246                        
14:39:35.944                  1.5945                        -0.2003                       0.299                         0                             -1.6544                       -16.8596                      1.5986                        -2.255                        0.5085                        -1.6558                       0.6765                        -3.5144                       2.7788                        0.7246                        
14:39:36.213                  1.5946                        -0.2001                       0.299                         0                             -1.6539                       -16.8596                      1.5979                        -2.2549                       0.5092                        -1.6562                       0.6769                        -3.5147                       2.7793                        0.7243                        
14:39:36.491                  1.5947                        -0.2                          0.299                         0                             -1.6542                       -16.8595                      1.5976                        -2.2549                       0.5092                        -1.6566                       0.6771                        -3.5153                       2.7793                        0.7243                        
14:39:36.771                  1.595                         -0.2002                       0.299                         0                             -1.6546                       -16.8593                      1.5981                        -2.2549                       0.5089                        -1.6565                       0.677                         -3.5153                       2.7794                        0.7246                        
14:39:37.047                  1.5949                        -0.1999                       0.299                         0                             -1.6552                       -16.8594                      1.5987                        -2.255                        0.5089                        -1.6562                       0.6765                        -3.5148                       2.7796                        0.7252                        
14:39:37.318                  1.594                         -0.1997                       0.299                         0                             -1.6555                       -16.8595                      1.5991                        -2.2551                       0.5097                        -1.6562                       0.6765                        -3.5143                       2.7796                        0.7255                        
14:39:37.605                  1.5934                        -0.1999                       0.298                         0                             -1.6559                       -16.8595                      1.5991                        -2.255                        0.5102                        -1.6566                       0.6761                        -3.5145                       2.7799                        0.7251                        
14:39:37.878                  1.5935                        -0.2004                       0.299                         0                             -1.6555                       -16.8598                      1.599                         -2.2545                       0.51                          -1.6569                       0.676                         -3.5147                       2.7802                        0.7242                        
14:39:38.149                  1.5938                        -0.2001                       0.298                         0                             -1.6549                       -16.8606                      1.5988                        -2.2547                       0.5095                        -1.657                        0.676                         -3.5144                       2.7803                        0.7236                        
