Specimen_AllReader_Record5 No ,  

Time (h.m.s.ms),              ID:0 R1 (X)                   ID:0 R1 (Y)                   R2 D (cm)                     R3 T (N·m),                   
17:17:57.861                  0.3682                        0.0068                        0.278                         0                             
17:17:57.973                  0.3683                        0.007                         0.278                         0                             
17:17:58.069                  0.3684                        0.0069                        0.278                         0                             
17:17:58.213                  0.3688                        0.0065                        0.278                         0                             
17:17:58.325                  0.3692                        0.0061                        0.278                         0                             
17:17:58.453                  0.3694                        0.0056                        0.278                         0                             
17:17:58.565                  0.3695                        0.0052                        0.278                         0                             
17:17:58.661                  0.3696                        0.005                         0.278                         0                             
17:17:58.805                  0.3697                        0.0052                        0.278                         0                             
17:17:58.917                  0.3697                        0.0055                        0.278                         0                             
17:17:59.045                  0.3697                        0.0058                        0.278                         0                             
17:17:59.156                  0.3698                        0.0062                        0.278                         0                             
17:17:59.253                  0.3698                        0.0065                        0.278                         0                             
17:17:59.397                  0.3696                        0.0067                        0.278                         0                             
17:17:59.508                  0.3694                        0.0066                        0.278                         0                             
17:17:59.636                  0.369                         0.0064                        0.278                         0                             
17:17:59.748                  0.3687                        0.0062                        0.278                         0                             
17:17:59.876                  0.3684                        0.006                         0.278                         0                             
17:17:59.988                  0.3682                        0.0057                        0.278                         0                             
17:18:00.100                  0.3682                        0.0055                        0.278                         0                             
17:18:00.228                  0.3684                        0.0054                        0.278                         0                             
17:18:00.341                  0.3686                        0.0052                        0.278                         0                             
17:18:00.469                  0.3687                        0.0051                        0.278                         0                             
17:18:00.581                  0.3688                        0.0051                        0.278                         0                             
17:18:00.692                  0.3689                        0.0051                        0.278                         0                             
17:18:00.820                  0.3689                        0.0053                        0.278                         0                             
17:18:00.932                  0.3687                        0.0054                        0.278                         0                             
17:18:01.060                  0.3686                        0.0055                        0.278                         0                             
17:18:01.172                  0.3686                        0.0056                        0.278                         0                             
17:18:01.284                  0.3686                        0.0057                        0.278                         0                             
17:18:01.412                  0.3686                        0.0059                        0.278                         0                             
17:18:01.524                  0.3686                        0.006                         0.278                         0                             
17:18:01.654                  0.3686                        0.0062                        0.278                         0                             
17:18:01.764                  0.3685                        0.0064                        0.278                         0                             
17:18:01.876                  0.3684                        0.0064                        0.278                         0                             
17:18:02.004                  0.3682                        0.0064                        0.278                         0                             
17:18:02.116                  0.368                         0.0062                        0.278                         0                             
17:18:02.244                  0.368                         0.006                         0.278                         0                             
17:18:02.356                  0.3681                        0.0058                        0.278                         0                             
17:18:02.468                  0.3682                        0.0056                        0.278                         0                             
17:18:02.596                  0.3683                        0.0055                        0.278                         0                             
17:18:02.708                  0.3685                        0.0054                        0.278                         0                             
17:18:02.836                  0.3686                        0.0054                        0.278                         0                             
17:18:02.948                  0.3686                        0.0052                        0.278                         0                             
17:18:03.060                  0.3685                        0.0052                        0.278                         0                             
17:18:03.187                  0.3683                        0.0052                        0.278                         0                             
17:18:03.299                  0.3681                        0.0052                        0.278                         0                             
17:18:03.427                  0.3676                        0.0052                        0.278                         0                             
17:18:03.539                  0.3673                        0.0054                        0.278                         0                             
17:18:03.636                  0.3672                        0.0056                        0.278                         0                             
17:18:03.780                  0.3672                        0.0058                        0.278                         0                             
17:18:03.892                  0.3676                        0.006                         0.278                         0                             
17:18:04.020                  0.3681                        0.0062                        0.278                         0                             
17:18:04.132                  0.3688                        0.0063                        0.278                         0                             
17:18:04.260                  0.3695                        0.0062                        0.278                         0                             
17:18:04.372                  0.37                          0.0063                        0.278                         0                             
17:18:04.484                  0.3702                        0.0063                        0.278                         0                             
17:18:04.611                  0.3702                        0.0063                        0.278                         0                             
17:18:04.723                  0.37                          0.0062                        0.278                         0                             
17:18:04.851                  0.3699                        0.0063                        0.278                         0                             
17:18:04.963                  0.3696                        0.0066                        0.278                         0                             
17:18:05.075                  0.3693                        0.0068                        0.278                         0                             
17:18:05.203                  0.3692                        0.0069                        0.278                         0                             
17:18:05.315                  0.3691                        0.0071                        0.278                         0                             
17:18:05.443                  0.3689                        0.0071                        0.278                         0                             
17:18:05.555                  0.3687                        0.007                         0.278                         0                             
17:18:05.651                  0.3685                        0.0067                        0.278                         0                             
17:18:05.795                  0.3685                        0.0063                        0.278                         0                             
17:18:05.907                  0.3684                        0.0059                        0.278                         0                             
17:18:06.035                  0.3684                        0.0057                        0.278                         0                             
17:18:06.147                  0.3686                        0.0053                        0.278                         0                             
17:18:06.243                  0.3686                        0.0053                        0.278                         0                             
17:18:06.387                  0.3687                        0.0056                        0.278                         0                             
17:18:06.499                  0.3689                        0.0058                        0.278                         0                             
17:18:06.627                  0.369                         0.0059                        0.278                         0                             
17:18:06.739                  0.369                         0.0061                        0.278                         0                             
17:18:06.835                  0.369                         0.0063                        0.278                         0                             
17:18:06.978                  0.3689                        0.0063                        0.278                         0                             
17:18:07.090                  0.3688                        0.0064                        0.278                         0                             
17:18:07.219                  0.3686                        0.0065                        0.278                         0                             
17:18:07.330                  0.3684                        0.0067                        0.278                         0                             
17:18:07.426                  0.3684                        0.0068                        0.278                         0                             
17:18:07.571                  0.3683                        0.0069                        0.278                         0                             
17:18:07.682                  0.3682                        0.0071                        0.278                         0                             
17:18:07.810                  0.3683                        0.0072                        0.278                         0                             
17:18:07.923                  0.3685                        0.0073                        0.278                         0                             
17:18:08.019                  0.3688                        0.0072                        0.278                         0                             
17:18:08.162                  0.3689                        0.0072                        0.278                         0                             
17:18:08.274                  0.3691                        0.0071                        0.278                         0                             
17:18:08.403                  0.3691                        0.0071                        0.278                         0                             
17:18:08.514                  0.369                         0.0069                        0.278                         0                             
17:18:08.643                  0.3688                        0.0069                        0.278                         0                             
17:18:08.754                  0.3686                        0.0066                        0.278                         0                             
17:18:08.866                  0.3685                        0.0063                        0.278                         0                             
17:18:08.994                  0.3685                        0.0062                        0.278                         0                             
17:18:09.107                  0.3686                        0.006                         0.278                         0                             
17:18:09.234                  0.3687                        0.0061                        0.278                         0                             
17:18:09.346                  0.3688                        0.0061                        0.278                         0                             
17:18:09.458                  0.3689                        0.0063                        0.278                         0                             
17:18:09.586                  0.3689                        0.0065                        0.278                         0                             
17:18:09.698                  0.3688                        0.0067                        0.278                         0                             
17:18:09.826                  0.3686                        0.0068                        0.278                         0                             
17:18:09.938                  0.3684                        0.0067                        0.278                         0                             
17:18:10.050                  0.3681                        0.0066                        0.278                         0                             
17:18:10.178                  0.3679                        0.0064                        0.278                         0                             
17:18:10.290                  0.3678                        0.0062                        0.278                         0                             
17:18:10.418                  0.3679                        0.006                         0.278                         0                             
17:18:10.529                  0.3681                        0.0058                        0.278                         0                             
17:18:10.641                  0.3683                        0.0058                        0.278                         0                             
17:18:10.770                  0.3685                        0.0059                        0.278                         0                             
17:18:10.882                  0.3687                        0.006                         0.278                         0                             
17:18:11.010                  0.3687                        0.0061                        0.278                         0                             
17:18:11.122                  0.3687                        0.006                         0.278                         0                             
17:18:11.234                  0.3687                        0.006                         0.278                         0                             
17:18:11.362                  0.3687                        0.006                         0.278                         0                             
17:18:11.474                  0.3686                        0.0061                        0.278                         0                             
17:18:11.602                  0.3686                        0.0063                        0.278                         0                             
17:18:11.713                  0.3686                        0.0067                        0.278                         0                             
17:18:11.825                  0.3684                        0.0073                        0.278                         0                             
17:18:11.953                  0.3683                        0.0076                        0.278                         0                             
17:18:12.065                  0.3682                        0.0079                        0.278                         0                             
17:18:12.193                  0.3681                        0.0083                        0.278                         0                             
17:18:12.306                  0.3682                        0.0083                        0.278                         0                             
17:18:12.434                  0.3682                        0.0081                        0.278                         0                             
17:18:12.545                  0.3682                        0.0078                        0.278                         0                             
17:18:12.657                  0.3683                        0.0076                        0.278                         0                             
17:18:12.786                  0.3684                        0.0074                        0.278                         0                             
17:18:12.897                  0.3684                        0.0069                        0.278                         0                             
17:18:13.025                  0.3684                        0.0065                        0.278                         0                             
17:18:13.137                  0.3685                        0.0064                        0.278                         0                             
17:18:13.249                  0.3686                        0.0063                        0.278                         0                             
17:18:13.377                  0.3685                        0.0062                        0.278                         0                             
17:18:13.489                  0.3685                        0.0061                        0.278                         0                             
17:18:13.617                  0.3686                        0.0062                        0.278                         0                             
17:18:13.729                  0.3686                        0.0064                        0.278                         0                             
17:18:13.841                  0.3685                        0.0065                        0.278                         0                             
17:18:13.970                  0.3684                        0.0065                        0.278                         0                             
17:18:14.081                  0.3683                        0.0065                        0.278                         0                             
17:18:14.209                  0.3682                        0.0066                        0.278                         0                             
17:18:14.321                  0.368                         0.0066                        0.278                         0                             
17:18:14.417                  0.3679                        0.0066                        0.278                         0                             
17:18:15.489                  0.3679                        0.0065                        255                           0                             
17:18:15.600                  0.3689                        0.0051                        0.278                         0                             
17:18:15.713                  0.3686                        0.0054                        0.278                         0                             
17:18:15.825                  0.3685                        0.0057                        0.278                         0                             
17:18:15.921                  0.3684                        0.0058                        0.278                         0                             
17:18:16.065                  0.3683                        0.0059                        0.278                         0                             
17:18:16.176                  0.3681                        0.0058                        0.278                         0                             
17:18:16.304                  0.3681                        0.0058                        0.278                         0                             
17:18:16.416                  0.3682                        0.0057                        0.278                         0                             
17:18:16.512                  0.3683                        0.0057                        0.278                         0                             
17:18:16.656                  0.3685                        0.0058                        0.277                         0                             
17:18:16.768                  0.3686                        0.0059                        0.278                         0                             
17:18:16.896                  0.3686                        0.0059                        0.278                         0                             
17:18:17.008                  0.3687                        0.0058                        0.278                         0                             
17:18:17.137                  0.3686                        0.0057                        0.278                         0                             
17:18:17.248                  0.3686                        0.0057                        0.278                         0                             
17:18:17.360                  0.3686                        0.0056                        0.278                         0                             
17:18:17.488                  0.3689                        0.0056                        0.278                         0                             
17:18:17.600                  0.3691                        0.0057                        0.278                         0                             
17:18:17.728                  0.3693                        0.0057                        0.278                         0                             
17:18:17.840                  0.3695                        0.0058                        0.278                         0                             
17:18:17.952                  0.3696                        0.0058                        0.278                         0                             
17:18:18.080                  0.3694                        0.006                         0.278                         0                             
17:18:18.192                  0.3691                        0.0061                        0.278                         0                             
17:18:18.320                  0.3689                        0.0062                        0.278                         0                             
17:18:18.432                  0.3686                        0.0064                        0.278                         0                             
17:18:18.527                  0.3684                        0.0063                        0.278                         0                             
17:18:18.671                  0.3683                        0.0063                        0.278                         0                             
17:18:18.783                  0.3683                        0.0061                        0.278                         0                             
17:18:18.911                  0.3682                        0.0059                        0.278                         0                             
17:18:19.023                  0.3682                        0.0057                        0.278                         0                             
17:18:19.151                  0.3681                        0.0057                        0.278                         0                             
17:18:19.263                  0.3679                        0.0056                        0.278                         0                             
17:18:19.375                  
