Specimen_AllReader_Record25 No ,  

Time (h.m.s.ms),              ID:3 R1 (X)                   ID:3 R1 (Y)                   R2 D (cm)                     
14:56:49.032                  1.5496                        -0.1948                       0.299                         
14:56:49.144                  1.5498                        -0.1948                       0.299                         
14:56:49.240                  1.5499                        -0.1948                       0.299                         
14:56:49.351                  1.5501                        -0.1949                       0.299                         
14:56:49.461                  1.5502                        -0.1951                       0.299                         
14:56:49.543                  1.5501                        -0.1952                       0.299                         
14:56:49.667                  1.55                          -0.1952                       0.298                         
14:56:49.780                  1.55                          -0.1951                       0.299                         
14:56:49.872                  1.5499                        -0.1949                       0.299                         
14:56:49.986                  1.5498                        -0.1948                       0.299                         
14:56:50.099                  1.5497                        -0.1946                       0.299                         
14:56:50.199                  1.5496                        -0.1943                       0.299                         
14:56:50.311                  1.5496                        -0.1943                       0.299                         
14:56:50.414                  1.5495                        -0.1942                       0.298                         
14:56:50.532                  1.5494                        -0.1942                       0.299                         
14:56:50.595                  1.5492                        -0.1944                       0.299                         
14:56:50.742                  1.549                         -0.1946                       0.299                         
14:56:50.854                  1.5488                        -0.1949                       0.299                         
14:56:50.935                  1.5486                        -0.1951                       0.299                         
14:56:51.061                  1.5485                        -0.1951                       0.299                         
14:56:51.143                  1.5483                        -0.1951                       0.299                         
14:56:51.255                  1.5482                        -0.1951                       0.299                         
14:56:51.376                  1.5482                        -0.1949                       0.299                         
14:56:51.462                  1.5483                        -0.1948                       0.299                         
14:56:51.565                  1.5483                        -0.1948                       0.299                         
14:56:51.697                  1.5485                        -0.195                        0.299                         
14:56:51.781                  1.5487                        -0.1952                       0.298                         
14:56:51.894                  1.549                         -0.1954                       0.298                         
14:56:52.017                  1.5491                        -0.1954                       0.299                         
14:56:52.092                  1.5492                        -0.1954                       0.299                         
14:56:52.214                  1.5493                        -0.1952                       0.298                         
14:56:52.310                  1.5494                        -0.195                        0.299                         
14:56:52.421                  1.5493                        -0.1947                       0.299                         
14:56:52.528                  1.5494                        -0.1944                       0.299                         
14:56:52.613                  1.5495                        -0.1942                       0.299                         
14:56:52.707                  1.5494                        -0.1942                       0.299                         
14:56:52.854                  1.5494                        -0.1942                       0.299                         
14:56:52.934                  1.5494                        -0.194                        0.299                         
14:56:53.045                  1.5495                        -0.194                        0.299                         
14:56:53.140                  1.5494                        -0.194                        0.299                         
14:56:53.252                  1.5493                        -0.1939                       0.299                         
14:56:53.364                  1.5494                        -0.1938                       0.299                         
14:56:53.445                  1.5496                        -0.1939                       0.299                         
14:56:53.685                  1.5497                        -0.1943                       0.299                         
14:56:53.796                  1.5498                        -0.1945                       0.299                         
14:56:53.892                  1.5499                        -0.1945                       0.299                         
14:56:54.004                  1.5499                        -0.1945                       0.299                         
14:56:54.084                  1.5498                        -0.1944                       0.299                         
14:56:54.196                  1.5496                        -0.1943                       0.299                         
14:56:54.318                  1.5495                        -0.1942                       0.298                         
14:56:54.404                  1.5494                        -0.1941                       0.299                         
14:56:54.508                  1.5494                        -0.1942                       0.299                         
14:56:54.639                  1.5493                        -0.1943                       0.299                         
14:56:54.715                  1.5493                        -0.1946                       0.299                         
14:56:54.837                  1.5493                        -0.1948                       0.299                         
14:56:54.948                  1.5493                        -0.195                        0.299                         
14:56:55.044                  1.5492                        -0.1953                       0.299                         
14:56:55.153                  1.5491                        -0.1955                       0.299                         
14:56:55.226                  1.5491                        -0.1956                       0.299                         
14:56:55.360                  1.5491                        -0.1956                       0.299                         
14:56:55.443                  1.5491                        -0.1956                       0.299                         
14:56:55.546                  1.5491                        -0.1954                       0.299                         
14:56:55.649                  1.5492                        -0.1952                       0.299                         
14:56:55.790                  1.5493                        -0.1948                       0.299                         
14:56:55.875                  1.5494                        -0.1947                       0.299                         
14:56:55.987                  1.5495                        -0.1947                       0.299                         
14:56:56.083                  1.5497                        -0.1948                       0.299                         
14:56:56.195                  1.5498                        -0.1948                       0.299                         
14:56:56.301                  1.55                          -0.1948                       0.299                         
14:56:56.378                  1.5501                        -0.1949                       0.298                         
14:56:56.511                  1.5501                        -0.1949                       0.299                         
14:56:56.623                  1.55                          -0.1947                       0.299                         
14:56:56.722                  1.5497                        -0.1945                       0.299                         
14:56:56.834                  1.5494                        -0.1944                       0.299                         
14:56:56.946                  1.5491                        -0.1943                       0.299                         
14:56:57.027                  1.5487                        -0.1944                       0.299                         
14:56:57.155                  1.5484                        -0.1943                       0.298                         
14:56:57.234                  1.5483                        -0.1945                       0.299                         
14:56:57.346                  1.5483                        -0.1947                       0.299                         
14:56:57.442                  1.5485                        -0.1949                       0.299                         
14:56:57.554                  1.5486                        -0.1951                       0.299                         
14:56:57.661                  1.5487                        -0.1951                       0.299                         
14:56:57.746                  1.5489                        -0.1952                       0.298                         
14:56:57.874                  1.5491                        -0.1953                       0.299                         
14:56:57.954                  1.5491                        -0.1954                       0.299                         
14:56:58.066                  1.549                         -0.1954                       0.299                         
14:56:58.171                  1.5489                        -0.1954                       0.299                         
14:56:58.273                  1.5489                        -0.1954                       0.299                         
14:56:58.385                  1.5489                        -0.1954                       0.299                         
14:56:58.465                  1.5488                        -0.1953                       0.299                         
14:56:58.557                  1.5488                        -0.1952                       0.299                         
14:56:58.664                  1.5489                        -0.1949                       0.299                         
14:56:58.778                  1.5491                        -0.1946                       0.299                         
14:56:58.894                  1.5493                        -0.1945                       0.299                         
14:56:58.986                  1.5493                        -0.1947                       0.298                         
14:56:59.132                  1.5493                        -0.1948                       0.299                         
14:56:59.208                  1.5493                        -0.1949                       0.299                         
14:56:59.346                  1.5492                        -0.1952                       0.299                         
14:56:59.457                  1.5491                        -0.1954                       0.299                         
14:56:59.529                  1.549                         -0.1955                       0.299                         
14:56:59.666                  1.5489                        -0.1955                       0.299                         
