Specimen_AllReader_Record4 No ,  

Time (h.m.s.ms),              ID:0 R1 (X)                   ID:0 R1 (Y)                   R2 D (cm)                     
17:11:11.246                  0.3685                        0.0075                        0.278                         
17:11:13.312                  0.3685                        0.0076                        255                           
17:11:13.405                  0.3687                        0.0059                        0.278                         
17:11:13.534                  0.3687                        0.0058                        0.278                         
17:11:13.613                  0.3687                        0.0055                        0.278                         
17:11:13.726                  0.3688                        0.0053                        0.278                         
17:11:13.853                  0.3689                        0.0051                        0.278                         
17:11:13.965                  0.369                         0.0051                        0.278                         
17:11:14.061                  0.3691                        0.0051                        0.278                         
17:11:14.173                  0.3692                        0.0052                        0.278                         
17:11:14.285                  0.3692                        0.0054                        0.278                         
17:11:14.397                  0.3693                        0.0058                        0.278                         
17:11:14.525                  0.3693                        0.0059                        0.278                         
17:11:14.605                  0.3693                        0.006                         0.278                         
17:11:14.717                  0.3693                        0.0061                        0.278                         
17:11:14.845                  0.3692                        0.0061                        0.278                         
17:11:14.956                  0.3693                        0.0061                        0.278                         
17:11:15.037                  0.3693                        0.006                         0.278                         
17:11:15.164                  0.3694                        0.006                         0.278                         
17:11:15.276                  0.3693                        0.006                         0.278                         
17:11:17.328                  0.369                         0.006                         255                           
17:11:17.421                  0.3689                        0.0064                        0.278                         
17:11:17.516                  0.3688                        0.0063                        0.278                         
17:11:17.660                  0.3688                        0.0061                        0.278                         
17:11:17.740                  0.369                         0.0059                        0.278                         
17:11:17.868                  0.3693                        0.0057                        0.278                         
17:11:17.980                  0.3696                        0.0056                        0.278                         
17:11:18.093                  0.37                          0.0058                        0.278                         
17:11:18.190                  0.3703                        0.0059                        0.277                         
17:11:18.300                  0.3705                        0.0064                        0.278                         
17:11:18.413                  0.3705                        0.0068                        0.278                         
17:11:18.540                  0.3705                        0.0073                        0.278                         
17:11:18.619                  0.3703                        0.0074                        0.278                         
17:11:18.732                  0.3702                        0.0074                        0.278                         
17:11:18.828                  0.3701                        0.0075                        0.278                         
17:11:18.972                  0.3701                        0.0074                        0.278                         
17:11:19.052                  0.3701                        0.0072                        0.278                         
17:11:19.180                  0.37                          0.007                         0.278                         
17:11:19.260                  0.3701                        0.007                         0.278                         
17:11:19.372                  0.37                          0.007                         0.278                         
17:11:19.483                  0.3697                        0.007                         0.278                         
17:11:19.580                  0.3693                        0.0069                        0.278                         
17:11:19.692                  0.369                         0.0069                        0.278                         
17:11:19.803                  0.3686                        0.0069                        0.278                         
17:11:19.932                  0.3684                        0.0068                        0.278                         
17:11:20.011                  0.3684                        0.0067                        0.278                         
17:11:20.123                  0.3685                        0.0066                        0.278                         
17:11:20.251                  0.3686                        0.0067                        0.278                         
17:11:20.332                  0.3687                        0.0065                        0.27                          
17:11:20.444                  0.3687                        0.0065                        0.278                         
17:11:20.572                  0.3686                        0.0066                        0.278                         
17:11:20.651                  0.3684                        0.0068                        0.278                         
17:11:20.764                  0.368                         0.0069                        3.808                         
17:11:20.876                  0.3678                        0.0071                        4.638                         
17:11:21.004                  0.3677                        0.0073                        1.686                         
17:11:21.116                  0.3676                        0.0074                        5.173                         
17:11:21.228                  0.3675                        0.0074                        3.455                         
17:11:21.324                  0.3676                        0.0072                        0.748                         
17:11:21.436                  0.3677                        0.007                         4.244                         
17:11:21.547                  0.3677                        0.0069                        2.472                         
17:11:21.677                  0.3679                        0.0067                        0.278                         
17:11:21.756                  0.3682                        0.0065                        0.278                         
17:11:21.899                  0.3684                        0.0064                        0.278                         
17:11:21.995                  0.3686                        0.0064                        0.278                         
17:11:22.107                  0.369                         0.0062                        0.278                         
17:11:22.219                  0.3692                        0.006                         0.278                         
17:11:22.315                  0.3693                        0.0057                        0.278                         
17:11:22.427                  0.3692                        0.0054                        0.278                         
17:11:22.539                  0.3691                        0.0051                        0.278                         
17:11:22.667                  0.369                         0.0048                        0.278                         
17:11:22.746                  0.3689                        0.0047                        0.278                         
17:11:22.860                  0.3688                        0.0046                        0.278                         
17:11:22.955                  0.3687                        0.0048                        0.278                         
17:11:23.067                  0.3688                        0.005                         0.278                         
17:11:23.178                  0.3688                        0.0053                        0.278                         
17:11:23.307                  0.3688                        0.0056                        0.278                         
17:11:23.419                  0.369                         0.0059                        0.278                         
17:11:23.498                  0.3692                        0.0062                        0.278                         
17:11:23.626                  0.3693                        0.0064                        0.278                         
17:11:23.706                  0.3694                        0.0065                        0.278                         
17:11:23.819                  
