Specimen_AllReader_Record548 No ,  

Time (h.m.s.ms),              ID:0 R1 (X)                   ID:0 R1 (Y)                   R2 D (cm)                     
12:13:36.843                  0.3684                        0.0355                        0.279                         
12:13:36.971                  0.3682                        0.0355                        0.279                         
12:13:37.083                  0.3679                        0.0356                        0.279                         
12:13:37.195                  0.3677                        0.0358                        0.279                         
12:13:37.291                  0.3677                        0.0359                        0.279                         
12:13:37.403                  0.3679                        0.0359                        0.279                         
12:13:37.516                  0.368                         0.0359                        0.279                         
12:13:37.643                  0.3684                        0.0361                        0.279                         
12:13:37.755                  0.3688                        0.0362                        0.279                         
12:13:37.867                  0.3691                        0.0362                        0.279                         
12:13:37.963                  0.3691                        0.0362                        0.279                         
12:13:38.075                  0.369                         0.0363                        0.279                         
12:13:38.187                  0.3689                        0.0364                        0.279                         
12:13:38.315                  0.3685                        0.0363                        0.279                         
12:13:38.395                  0.3682                        0.0361                        0.28                          
12:13:38.508                  0.3681                        0.036                         0.279                         
12:13:38.635                  0.368                         0.0358                        0.279                         
12:13:38.715                  0.368                         0.0356                        0.279                         
12:13:38.827                  0.3682                        0.0353                        0.279                         
12:13:38.954                  0.3686                        0.0351                        0.279                         
12:13:39.034                  0.3689                        0.035                         0.279                         
12:13:39.146                  0.3692                        0.0349                        0.279                         
12:13:39.275                  0.3695                        0.0348                        0.279                         
12:13:39.355                  0.3697                        0.0348                        0.279                         
12:13:39.467                  0.3696                        0.0349                        0.279                         
12:13:39.594                  0.3694                        0.035                         0.279                         
12:13:39.706                  0.3691                        0.0351                        0.279                         
12:13:39.818                  0.3688                        0.0351                        0.279                         
12:13:39.914                  0.3685                        0.0353                        0.279                         
12:13:40.026                  0.3683                        0.0355                        0.279                         
12:13:40.138                  0.3683                        0.0357                        0.279                         
12:13:40.267                  0.3684                        0.0358                        0.279                         
12:13:40.346                  0.3685                        0.036                         0.279                         
12:13:40.458                  0.3686                        0.0361                        0.279                         
12:13:40.586                  0.3686                        0.0364                        0.279                         
12:13:40.667                  0.3684                        0.0365                        0.279                         
12:13:40.794                  0.3682                        0.0365                        0.279                         
12:13:40.907                  0.3681                        0.0365                        0.28                          
12:13:41.019                  0.3679                        0.0365                        0.279                         
12:13:41.114                  0.368                         0.0366                        0.279                         
12:13:41.226                  0.3682                        0.0364                        0.279                         
12:13:41.338                  0.3685                        0.0364                        0.279                         
12:13:41.450                  0.3689                        0.0363                        0.279                         
12:13:41.578                  0.3691                        0.0362                        0.279                         
12:13:41.690                  0.3693                        0.0361                        0.279                         
12:13:41.770                  0.3692                        0.036                         0.279                         
12:13:41.897                  0.3692                        0.036                         0.279                         
12:13:41.979                  0.3692                        0.036                         0.28                          
12:13:42.089                  0.3692                        0.036                         0.28                          
12:13:42.218                  0.3693                        0.036                         0.279                         
12:13:42.298                  0.3694                        0.0361                        0.279                         
12:13:42.426                  0.3696                        0.0361                        0.279                         
12:13:42.538                  0.3698                        0.0363                        0.279                         
12:13:42.650                  0.3697                        0.0364                        0.28                          
12:13:42.747                  0.3697                        0.0364                        0.279                         
12:13:42.858                  0.3695                        0.0363                        0.279                         
12:13:42.970                  0.3693                        0.0361                        0.279                         
12:13:43.083                  0.3691                        0.0359                        0.279                         
12:13:43.210                  0.369                         0.0355                        0.279                         
12:13:43.322                  0.369                         0.0351                        0.279                         
12:13:43.418                  0.369                         0.0349                        0.279                         
12:13:43.530                  0.3691                        0.0349                        0.279                         
12:13:43.642                  0.3692                        0.0352                        0.279                         
12:13:43.770                  0.3693                        0.0354                        0.279                         
12:13:43.882                  0.3694                        0.0358                        0.28                          
12:13:43.993                  0.3694                        0.0361                        0.279                         
12:13:44.089                  0.3694                        0.0364                        0.279                         
12:13:44.201                  0.3694                        0.0365                        0.279                         
12:13:44.313                  0.3692                        0.0364                        0.279                         
12:13:44.441                  0.3692                        0.0363                        0.28                          
12:13:44.521                  0.3691                        0.0362                        0.279                         
12:13:44.633                  0.369                         0.036                         0.279                         
12:13:44.761                  0.3688                        0.0359                        0.279                         
12:13:44.841                  0.3688                        0.0358                        0.279                         
12:13:44.969                  0.3688                        0.0357                        0.279                         
12:13:45.081                  0.3688                        0.0356                        0.279                         
12:13:45.193                  0.3688                        0.0355                        0.279                         
12:13:45.321                  0.3689                        0.0353                        0.279                         
12:13:45.401                  0.369                         0.0351                        0.279                         
12:13:45.513                  0.3689                        0.035                         0.279                         
12:13:45.625                  0.3688                        0.0349                        0.279                         
12:13:45.753                  0.3687                        0.035                         0.279                         
12:13:45.865                  0.3686                        0.0351                        0.279                         
12:13:45.961                  0.3686                        0.0353                        0.279                         
12:13:46.073                  0.3685                        0.0355                        0.279                         
12:13:46.185                  0.3686                        0.0358                        0.279                         
12:13:46.313                  0.3689                        0.036                         0.279                         
12:13:46.425                  0.3693                        0.0361                        0.279                         
12:13:46.537                  0.3695                        0.0361                        0.279                         
12:13:46.633                  0.3696                        0.0361                        0.279                         
12:13:46.745                  0.3696                        0.036                         0.279                         
12:13:46.857                  0.3696                        0.036                         0.279                         
12:13:46.985                  0.3694                        0.0359                        0.279                         
12:13:47.097                  0.369                         0.0358                        0.279                         
12:13:47.193                  0.3687                        0.0358                        0.279                         
12:13:47.305                  0.3683                        0.0356                        0.279                         
12:13:47.416                  0.3682                        0.0355                        0.279                         
12:13:47.549                  0.3683                        0.0354                        0.279                         
12:13:47.656                  0.3683                        0.0353                        0.279                         
12:13:47.736                  0.3683                        0.0353                        0.279                         
12:13:47.848                  0.3684                        0.0354                        0.279                         
12:13:47.976                  0.3684                        0.0356                        0.279                         
12:13:48.056                  0.3682                        0.0358                        0.279                         
12:13:48.168                  0.3678                        0.0359                        0.279                         
12:13:48.296                  0.3672                        0.036                         0.279                         
12:13:48.376                  0.3669                        0.0361                        0.279                         
12:13:48.504                  0.3666                        0.0361                        0.279                         
12:13:48.617                  0.3665                        0.0359                        0.279                         
12:13:48.728                  0.3667                        0.0356                        0.279                         
12:13:48.824                  0.3671                        0.0356                        0.279                         
12:13:48.937                  0.3678                        0.0355                        0.279                         
12:13:49.048                  0.3683                        0.0354                        0.279                         
12:13:49.144                  0.369                         0.0355                        0.279                         
12:13:49.288                  0.3693                        0.0356                        0.279                         
12:13:49.400                  0.3695                        0.0358                        0.279                         
12:13:49.496                  0.3693                        0.0358                        0.279                         
12:13:49.608                  0.369                         0.0358                        0.279                         
12:13:49.720                  0.3687                        0.0358                        0.279                         
12:13:49.848                  0.3682                        0.0356                        0.279                         
12:13:49.928                  0.3679                        0.0355                        0.28                          
12:13:50.072                  0.3678                        0.0354                        0.279                         
12:13:50.136                  0.3679                        0.0354                        0.28                          
12:13:50.280                  0.3681                        0.0354                        0.279                         
12:13:50.392                  0.3683                        0.0355                        0.279                         
12:13:50.520                  0.3687                        0.0356                        0.279                         
12:13:50.600                  0.369                         0.0355                        0.279                         
12:13:50.727                  0.3693                        0.0353                        0.279                         
12:13:50.840                  0.3694                        0.0352                        0.279                         
12:13:50.952                  0.3696                        0.035                         0.279                         
12:13:51.047                  0.3697                        0.035                         0.279                         
12:13:51.159                  0.3697                        0.0349                        0.279                         
12:13:51.271                  0.3696                        0.035                         0.279                         
12:13:51.367                  0.3696                        0.0352                        0.279                         
12:13:51.511                  0.3696                        0.0354                        0.279                         
12:13:51.591                  0.3696                        0.0356                        0.279                         
12:13:51.687                  0.3695                        0.0357                        0.279                         
12:13:51.831                  0.3694                        0.0359                        0.279                         
12:13:51.911                  0.3693                        0.0359                        0.279                         
12:13:52.024                  0.3693                        0.036                         0.279                         
12:13:52.151                  0.3693                        0.0361                        0.279                         
12:13:52.263                  0.3691                        0.0361                        0.279                         
12:13:52.359                  0.369                         0.0361                        0.279                         
12:13:52.471                  0.3689                        0.0359                        0.279                         
12:13:52.583                  0.369                         0.0359                        0.279                         
12:13:52.712                  0.3689                        0.0358                        0.28                          
12:13:52.791                  0.3688                        0.0356                        0.279                         
12:13:52.903                  0.3687                        0.0356                        0.279                         
12:13:53.031                  0.3689                        0.0356                        0.28                          
12:13:53.111                  0.3691                        0.0357                        0.279                         
12:13:53.255                  0.3691                        0.0358                        0.279                         
12:13:53.319                  0.3691                        0.0358                        0.279                         
12:13:53.463                  0.3691                        0.036                         0.279                         
12:13:53.574                  0.369                         0.0361                        0.279                         
12:13:53.671                  0.3688                        0.0361                        0.279                         
12:13:53.783                  0.3685                        0.0361                        0.279                         
12:13:53.895                  0.3684                        0.0361                        0.279                         
12:13:54.023                  0.3684                        0.0361                        0.28                          
12:13:54.103                  0.3686                        0.036                         0.28                          
12:13:54.215                  0.3687                        0.0359                        0.279                         
12:13:54.343                  0.3691                        0.036                         0.279                         
12:13:54.423                  0.3694                        0.0361                        0.279                         
12:13:54.550                  0.3697                        0.0361                        0.279                         
12:13:54.662                  0.3698                        0.036                         0.279                         
12:13:54.774                  0.3698                        0.036                         0.279                         
12:13:54.871                  0.3699                        0.036                         0.28                          
12:13:54.983                  0.3699                        0.036                         0.279                         
12:13:55.094                  0.3698                        0.0358                        0.279                         
12:13:55.207                  0.3698                        0.0357                        0.279                         
12:13:55.334                  0.3697                        0.0356                        0.279                         
12:13:55.415                  0.3697                        0.0356                        0.279                         
12:13:55.526                  0.3696                        0.0356                        0.279                         
12:13:55.654                  0.3693                        0.0356                        0.279                         
12:13:55.734                  0.3691                        0.0358                        0.279                         
12:13:55.863                  0.3688                        0.0359                        0.279                         
12:13:55.974                  0.3685                        0.0359                        0.279                         
12:13:56.086                  0.3682                        0.0358                        0.28                          
12:13:56.182                  0.368                         0.0356                        0.279                         
12:13:56.294                  0.3679                        0.0356                        0.279                         
12:13:56.406                  0.3678                        0.0354                        0.279                         
12:13:56.518                  0.3678                        0.0352                        0.279                         
12:13:56.646                  0.3681                        0.0352                        0.279                         
12:13:56.726                  0.3683                        0.0352                        0.279                         
12:13:56.838                  0.3685                        0.0352                        0.279                         
12:13:56.966                  0.3687                        0.0352                        0.279                         
12:13:57.046                  0.3689                        0.0352                        0.279                         
12:13:57.158                  0.369                         0.0354                        0.279                         
12:13:57.286                  0.369                         0.0356                        0.279                         
12:13:57.367                  0.3689                        0.0357                        0.279                         
12:13:57.493                  0.3689                        0.0359                        0.279                         
12:13:57.605                  0.3688                        0.0361                        0.279                         
12:13:57.718                  0.3687                        0.0363                        0.279                         
12:13:57.814                  0.3686                        0.0364                        0.279                         
12:13:57.926                  0.3685                        0.0363                        0.279                         
12:13:58.037                  0.3684                        0.0363                        0.279                         
12:13:58.166                  0.3682                        0.0362                        0.279                         
12:13:58.278                  0.3682                        0.0361                        0.279                         
12:13:58.390                  0.368                         0.036                         0.28                          
12:13:58.485                  0.3678                        0.036                         0.279                         
12:13:58.597                  0.3677                        0.0361                        0.279                         
12:13:58.677                  0.3677                        0.0363                        0.279                         
12:13:58.806                  0.3678                        0.0366                        0.279                         
12:13:58.918                  0.3677                        0.0368                        0.279                         
12:13:59.030                  0.3678                        0.037                         0.279                         
12:13:59.157                  0.368                         0.0372                        0.279                         
12:13:59.237                  0.3681                        0.0373                        0.279                         
12:13:59.350                  0.3683                        0.0372                        0.279                         
12:13:59.477                  0.3683                        0.0372                        0.279                         
12:13:59.589                  0.3684                        0.037                         0.279                         
12:13:59.670                  0.3684                        0.0369                        0.279                         
12:13:59.797                  0.3684                        0.0367                        0.279                         
12:13:59.877                  0.3683                        0.0366                        0.279                         
12:13:59.989                  0.3682                        0.0366                        0.279                         
12:14:00.085                  0.368                         0.0367                        0.28                          
12:14:00.230                  0.368                         0.0367                        0.279                         
12:14:00.309                  0.3681                        0.0367                        0.279                         
12:14:00.421                  0.3682                        0.0368                        0.279                         
12:14:00.549                  0.3685                        0.0369                        0.279                         
12:14:00.661                  0.3687                        0.0368                        0.279                         
12:14:00.741                  0.3689                        0.0365                        0.28                          
12:14:00.870                  0.369                         0.0364                        0.279                         
12:14:00.949                  0.369                         0.0362                        0.279                         
12:14:01.077                  0.3689                        0.036                         0.279                         
12:14:01.189                  0.3686                        0.0356                        0.279                         
12:14:01.301                  0.3685                        0.0355                        0.279                         
12:14:01.413                  0.3681                        0.0354                        0.28                          
12:14:01.509                  0.3679                        0.0352                        0.279                         
12:14:01.621                  0.3678                        0.035                         0.279                         
12:14:01.802                  0.3677                        0.035                         0.279                         
12:14:01.893                  0.3675                        0.0351                        0.279                         
12:14:02.005                  0.3674                        0.0351                        0.28                          
12:14:02.100                  0.3674                        0.0352                        0.279                         
12:14:02.213                  0.3674                        0.0353                        0.279                         
12:14:02.325                  0.3674                        0.0354                        0.279                         
12:14:02.421                  0.3674                        0.0354                        0.279                         
12:14:02.533                  0.3676                        0.0355                        0.279                         
12:14:02.645                  0.3679                        0.0356                        0.279                         
12:14:02.742                  0.3681                        0.0357                        0.279                         
12:14:02.853                  0.3683                        0.0358                        0.279                         
12:14:02.965                  0.3685                        0.0358                        0.279                         
12:14:03.045                  
